row_id,target,Usage
0006e1cd337929,0,Public
000d3dd9054648,1,Public
00190f9a7394f8,1,Private
002ae215ab23a6,1,Private
002bb6d4189552,0,Public
002d8e4c3d2f8b,0,Public
002df39e855fb5,0,Private
003ae1b07f0718,1,Private
00412eb960ec19,0,Public
0042c5d78c39a9,0,Private
0046add3fcb310,1,Private
00471f9b79f1a2,1,Public
00495f340c7eef,0,Private
004f164b333da2,1,Public
005255310aabeb,1,Public
0055cc115ebe66,1,Private
0056acc83a435d,0,Public
0058a5a7db417e,0,Private
0070aec1ba35cb,0,Public
0075bc11219f2f,0,Public
00760623f5f546,0,Private
0079a7c9caa7ba,0,Public
0081ade701f5af,0,Public
0084d25252ebe6,1,Private
008b563f841cc5,1,Private
008c2bd323fb08,0,Public
009f9ddeb7691a,0,Public
00a2e4d7034bca,1,Public
00b15663909840,0,Public
00c2621792c564,0,Private
00c54fc34a3e50,1,Private
00c8eff2203959,0,Public
00cc01340df34b,0,Private
00cd4be689f870,0,Public
00d1bf6cbc3cfb,0,Private
00d34e38a3bad3,0,Public
00d561bff4f59b,1,Private
00d5b42506ca89,1,Private
00dd629d845727,1,Private
00dd7b12a78f79,1,Private
00e4e94f5cf40b,1,Private
00f62215aa5f35,1,Public
010662a5fdd34c,0,Private
010b0df288915b,1,Private
010c3b1f9bcccc,0,Private
01174ea458e83b,1,Public
012773a4fea534,1,Private
012bd58f855557,1,Public
012eafbbf34ee1,0,Private
01309bfe1aade0,0,Private
013129ea2ebd50,1,Public
013e88b617dee1,0,Private
014296f901eb5e,1,Private
0143c856ace34c,0,Public
0146dfa5de4bfa,1,Public
0147930aa8ead6,1,Private
014ea73f9d7d32,0,Private
015cbbff8019c0,0,Private
015e6690d09385,1,Private
015ec927ee024d,1,Public
015f85cb7e9a12,1,Public
0166eb190352db,0,Public
01736322804984,1,Public
0177631b096845,0,Private
01811d2d68400d,1,Public
01826731fc05b9,1,Private
01852e6b8c4fd9,0,Public
018844d7b3f6eb,1,Private
018a1f2624036c,0,Private
0195fc39a6c88b,0,Public
019978733f8ce8,1,Private
019c341aa7c928,0,Private
019c525683cba9,0,Private
01a8a37e39696b,0,Private
01aeed14153af5,1,Public
01b96e2c179550,1,Private
01c16019ed95d3,0,Private
01cafd74f26e5d,0,Public
01cce39f3cb5fc,1,Public
01e391781b09b1,0,Private
01e64f1d9b6be7,0,Private
01ee1420569dcd,1,Private
01f7645a02594e,1,Public
01fd7b0a4a9a40,1,Public
0202207f7ba979,1,Public
02089e0b7f1e66,1,Public
