row_id,target,Usage
00065eb1a29cd00,0,Private
0007ad060ad9eae,1,Public
00140dea7696150,0,Private
0029b8542d029b1,0,Private
002d6549039b911,0,Private
00462fff3a7b384,0,Private
004e0688a48ee68,1,Private
0051ffd1f129be8,1,Private
0052079ed5685ac,1,Private
0058b2ee71fcad5,0,Private
00595a891ee12b9,0,Public
005ce42c0b2ebcb,0,Private
006917b1369d173,0,Public
00736bd1ffdbbde,0,Public
0074249314c12a1,0,Private
007db563064e254,1,Public
0088f098eeb32f9,0,Public
00958ff2cfcb9d1,0,Private
00a7d01a4ed2837,1,Public
00a938bc6be8c8f,0,Private
00b70032091f51d,0,Private
00c222aad9c3880,0,Public
00c300bba6b5916,0,Public
00c3b09c45e3ff8,0,Private
00c9b6fc265803d,0,Public
00d453e64d4d759,1,Public
00dfae6bb6a1c86,0,Public
00e0e43afbe47f8,0,Public
00e1e5feaf1bc59,0,Private
00eb3c0c5f40616,1,Private
00f1c577008cb1c,1,Public
00f1e110e8d2c9a,1,Private
00f94ce5bfdf6df,0,Public
010515b9cfa3165,0,Public
01179eaa0ba97f2,1,Public
011c54abdbb609b,0,Private
011f469f71349a2,0,Public
0120b0c982e13e7,0,Public
01260606d7a8fad,1,Public
012c609cbdd7267,0,Public
013040172619e4b,1,Private
0132a1197d437c1,1,Public
0135a3859449fa7,1,Private
0135a421752825d,0,Private
0137a8e01591f77,1,Private
0139e842770251e,1,Private
0145ddb953e29e6,0,Private
014c3b6369d0a6a,1,Private
015801f4ca605b0,0,Private
0159c41e8d9d543,0,Private
0161adbb6f9b907,1,Private
0163fa58be6b6ef,0,Public
0166787fafdf929,0,Public
0166edcb501c699,1,Public
016c2830daa4210,1,Private
016fb5bd6996ca1,1,Private
01745536c1b0364,1,Private
017810fecf2cbc8,0,Private
01787c19afdddef,0,Private
017a439c877f72f,1,Private
01896ffb2db0925,1,Private
0191832315602a3,0,Public
01972729d4dfb1a,0,Public
01975bc1ab4dcf4,0,Public
019bc07f90f8aea,1,Private
019ea32e40e97c1,1,Private
019f37f833462ad,0,Public
019f9f9091e2018,1,Public
01a20ef7f200651,0,Private
01a57c8e3c9be17,1,Private
01a5b15bfb7ba9f,1,Public
01b076278a851af,0,Private
01b607de0b91748,1,Private
01ba1c1a801de8d,0,Private
01c47a618d0d651,1,Private
01c79a411c77c4e,1,Private
01ccc645ecd6438,1,Private
01ce397403a0e10,1,Public
01cef0d1051bebe,1,Private
01da3c138143463,1,Private
01db54456a6f667,1,Public
01e27d2182f88fe,0,Public
01e4a3a7a083391,0,Private
01e70a49aa582e4,0,Public
01e73256f8fdcd3,1,Private
01e88cfaef5565d,1,Public
01ec3fa87bbbcfb,0,Private
01ee50736fa37fc,1,Public
01efba9607670c8,1,Public
01f4749bb494dff,1,Public
