row_id,target,Usage
0008fcfe3f650af,1,Public
0014275ab86a780,0,Public
0014a60fd17aec5,1,Private
0017a62173740bd,1,Private
0018d8d7bda5fd3,1,Public
001ab93c339ae89,0,Public
001d68cf26c5e62,0,Public
002d2c82a4d0c78,0,Public
002d54fd83944cb,0,Public
002f60ff07b2246,0,Public
00416956989e50a,0,Public
004b31b701fbf1a,1,Private
004d30ea30dece2,1,Private
004e9f2e2473701,0,Public
0051a31ac589f87,0,Private
0054d8a77e42fc7,1,Private
005585a7b74682b,0,Public
0057e1dd548a59e,1,Public
0069e754869fa75,0,Private
006ce735b188477,1,Public
008267ceaa0a53a,1,Private
00877ba6947416b,1,Public
008985635d024e9,0,Private
008d5c0bd86af74,0,Public
00aadc5a6291ed3,0,Public
00b215bd05a5331,1,Private
00b635348b8b859,0,Private
00bf2918fbe60f2,1,Private
00c1494b0281070,1,Private
0105e55b34706b4,0,Private
010825513672ba5,1,Public
0108318ae2b5b17,0,Public
0109f353d3c1bff,1,Public
01150e400257d21,0,Public
012596548cd9fc4,1,Public
013288d7973c44e,1,Public
01367056fa46dc1,0,Private
0137221dac4bb2e,0,Public
01470ad2e881b38,0,Private
014ec67c049cb13,0,Private
0157bd1817d2383,1,Private
015f107a3391571,1,Private
015f337dcb2f5a7,0,Public
01640b44b7776ab,1,Public
016572ca9b496a2,1,Private
01667278c78e826,1,Public
0172d2ae7a187ef,0,Private
0176bd4e84e7a30,0,Private
01804b5853fb6a5,1,Private
01819913977074c,0,Public
01851d603f55d3a,1,Public
018addc19d74bbc,0,Public
0192c18e5f457cd,0,Private
019340d599b9f09,1,Public
019aaf90d48c407,0,Public
019dfa20a4be060,1,Private
019ef6175084cba,0,Public
01ada4688166854,1,Private
01ae2fceb0abd8a,1,Private
01b6a3356a5677e,1,Public
01b75ffafe0df24,1,Public
01bc703b5587bf0,1,Private
01be085f1672e7b,1,Private
01cad03687e2d62,1,Public
01d142616f43853,1,Private
01d3eddf1e6e53a,1,Public
01df754fb33bb12,0,Public
01e56dac71170c0,1,Public
01f3f2ddeaf09ae,1,Public
01fa25e76968e61,1,Private
0201290bb3e918f,0,Private
02030749f7b12af,1,Public
02130bd111280e7,0,Public
02146c538b820d5,0,Public
021d120188c3a4a,1,Private
02212c29a6fecc9,1,Public
0226f06a51f10db,0,Private
02300f4b5b3092d,0,Public
02319d9dbe472cd,0,Public
0233146112c7133,1,Public
0233f62093b6428,0,Private
023b73b0934304f,0,Public
023eabfe9997a5d,0,Private
0240c8d676e4547,0,Private
0255cfef70c55c8,1,Private
02590e290a76695,0,Private
025e5271038246c,0,Public
026001b059ea767,1,Private
02660aa3c772aff,1,Private
0270ac095981b53,0,Private
0274bde7a4ad87a,1,Public
028dfb8a807a9e1,1,Public
028f3674285f772,1,Private
0290fc0820c6681,0,Private
029123be17f6436,1,Private
0298020a9f3d5d4,0,Private
029bc5702ee4a62,1,Public
029d46352392c86,1,Private
02a6110620220a4,1,Private
02ac770e530d5ae,1,Private
02cbdc8857e92a1,1,Private
02dc93f150d95e5,0,Public
02dd75edb6fe43f,0,Public
02e6ab4609aabf4,0,Public
02e71e52ff9d9b6,1,Private
02e9403f1c78d68,0,Public
