row_id,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,target
001a95383d716dc,0.07381601440933402,,0.27968341536959795,0.6577672073212448,0.7906831286565197,-0.8867479275349964,0.0,0.3335788796856426,,0.22695925832257363,-0.0316348966325059,0.123013383800153,0
001ae96fc021017,-0.17921691390969102,,0.30502217412675137,0.40398866302568764,-0.5523102950071102,-0.4065728401774973,0.0,1.8770828900486025,-0.7897901429931419,-4.036686219539403,0.013308736452637852,0.08800285204545283,0
001c234ce230925,0.023070233511873248,0.06816119407328974,-0.00047286495493670255,1.1429386219077746,-0.2552365788657266,1.8296442938359536,-1.6956054145224002,-2.28371056462917,,-4.511169822173863,-0.3791771030496135,0.14137224492509498,0
0028740aba62762,0.032236084562974526,-2.1407390623667304,-0.45164749434676404,2.63186995940422,-0.9008832004281171,-1.076435023494554,0.0,1.2019801034334092,-2.146435206073798,-4.079295739288871,-0.013840650295886908,0.08693860654022817,0
00290f6cb70958e,-0.00653288691631803,-1.5598326369316047,0.1086870554660691,0.3165005304728005,-0.3209735510965186,-0.7123674283567246,0.0,1.5656254566963204,3.5252739044666903,-0.5409967846196065,0.11415901170107134,0.08810814607916188,1
0035e5f032c7cc6,-0.3689369254363171,,0.4954112164195812,,0.6824128431575973,-0.1996598744410135,0.0,-3.021485820247688,-2.5909828621573525,1.0357963348237187,-0.29998839838837266,0.16877940149990522,0
0067ccc9ed02845,-0.12733786076338,-0.6660681161678245,-0.32936394564712906,,-0.06533440525004724,-0.41785130272287707,0.0,0.05552754745250055,-3.343915275917248,-2.2756920519406934,0.17151525873029044,0.1130449496354038,0
006b1e35919a1c1,0.3265785678060322,-0.3874946933691086,0.44868096898891474,,-1.3743211066497787,0.1095916276863772,-2.3352513512800703,-0.3154959476098794,2.4829185269036516,-0.13182778604789736,-0.00978797196270044,0.12717469351668229,0
006fcd136ff65cb,-0.23929524265214022,,0.23645098733103825,0.4297081957541577,-0.48927424952550874,,0.3099498644118122,1.5977333548488901,,,-0.11044081851167319,0.11738969052414613,0
007007d596f8b9f,-0.411462833343989,,-0.21377043351351857,2.993492956771841,-0.2629703821812689,-0.4925267920470121,0.0,-1.2514240398670171,,-2.282737649216199,-0.15103659888903645,0.13808612889374322,1
