row_id,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,target
006faa84e45f79,ord_0,cat_2,ord_2,ord_2,5.000782281226831,ord_1,0,1.0736732125981536,cat_3,0.6878655895345623,ord_2,,ord_3,,cat_0,ord_2,ord_0,,cat_2,cat_4,,ord_2,ord_3,0.5815998001534017,ord_1,ord_2,,,ord_2,ord_2,0
00f634018ac597,ord_1,cat_3,ord_2,ord_2,-6.3804446982470875,ord_0,40,-0.4696008992016508,cat_4,0.9813491109643278,ord_2,ord_2,ord_4,,cat_1,ord_2,ord_2,,cat_4,cat_0,ord_1,ord_2,ord_2,-0.7026177453437895,ord_2,ord_2,,cat_3,ord_3,ord_0,0
00fc57b068b864,,cat_5,ord_1,ord_2,4.528148264951534,ord_0,8,-1.1847620568908375,cat_3,,ord_2,ord_2,ord_1,ord_3,,ord_0,ord_2,3.107577271153934,cat_2,cat_1,ord_2,ord_3,ord_3,0.9214890019915585,ord_1,ord_2,,cat_3,ord_5,ord_6,1
01d3428e1b1fb5,ord_1,cat_3,ord_2,ord_2,6.379187891413843,ord_0,1,1.7329540456205494,cat_3,0.8484999251149867,ord_1,,ord_0,,cat_1,ord_2,ord_2,,,cat_4,ord_1,ord_2,ord_3,0.6412455532291059,ord_0,,cat_0,cat_2,ord_0,ord_6,1
03711973d26a25,ord_0,cat_3,ord_1,ord_2,-1.8077869280661956,ord_1,28,0.9188210902113676,cat_3,-1.3011827021422997,ord_2,ord_1,ord_4,,,ord_1,ord_1,,cat_3,cat_0,,ord_3,ord_3,0.12696666887641817,,,,cat_4,ord_4,ord_2,0
041df97c9bd1cb,ord_2,cat_1,ord_2,ord_2,-0.4124292079498848,ord_1,0,2.079007642185466,cat_1,,ord_1,,ord_0,,,ord_2,ord_0,-4.110517207838909,cat_3,cat_1,,ord_1,ord_2,0.8938484260557318,ord_2,ord_1,,cat_2,ord_6,ord_4,1
077d7299ea3dbf,,cat_0,ord_1,ord_2,4.199629863470543,ord_2,83,1.6813621081538117,cat_0,0.7719458539938382,,ord_2,ord_1,,cat_1,ord_1,ord_1,0.7988111934284357,cat_4,cat_1,,ord_3,ord_3,1.1933979009422135,ord_1,ord_2,,cat_0,ord_0,ord_3,1
07a8fee497e4cb,ord_0,cat_5,ord_2,ord_2,-0.3044260457624297,ord_0,27,-0.17000965769736376,cat_0,1.1082182634123745,ord_2,,ord_0,,cat_1,ord_2,ord_2,,cat_3,cat_4,ord_1,ord_2,ord_2,-1.0343149347942768,ord_2,ord_2,,cat_0,ord_5,ord_5,1
0848d5f1150eb2,,cat_3,ord_0,ord_2,-0.9003459212887461,ord_1,8,-0.162841217320998,cat_4,29.15350690940311,ord_2,ord_1,ord_3,,cat_0,ord_2,ord_2,0.3545946514183602,cat_1,cat_1,,ord_3,ord_3,2.0953186634579906,ord_2,,,cat_1,ord_3,ord_2,0
096f4140136142,ord_0,cat_5,ord_2,ord_2,4.078707423585906,ord_0,12,-0.17156164412644165,cat_0,,ord_2,ord_3,ord_1,,cat_1,ord_2,ord_1,-3.6898573463053688,cat_1,cat_4,ord_1,ord_3,ord_1,1.0134055167470017,ord_2,,,cat_2,ord_5,ord_6,1
098a62f5330621,,cat_5,ord_1,ord_0,1.7284795906308372,ord_0,0,1.1781101384405432,cat_2,-0.601800624965098,ord_2,ord_3,ord_0,ord_0,cat_1,,ord_0,,cat_3,cat_4,,ord_3,ord_0,3.0937899862534617,ord_2,ord_2,,cat_2,ord_3,ord_6,1
09e916bfe08aed,ord_0,cat_3,ord_2,ord_2,-1.2135837754457612,ord_0,0,-1.3727518672732821,cat_0,1.2758565772278156,ord_2,ord_2,ord_0,ord_4,,ord_2,ord_0,-1.3395907727490914,cat_2,cat_3,,ord_3,ord_3,0.20807879971424914,ord_1,ord_2,cat_1,cat_0,ord_1,ord_6,0
0a872360a6ca7b,ord_1,cat_2,ord_2,ord_2,2.305463468796957,ord_1,0,0.9286570047103164,cat_3,1.2160297381134524,ord_2,ord_0,ord_2,ord_2,cat_0,ord_2,ord_0,,cat_0,cat_3,,ord_2,ord_3,-0.21556333239414688,ord_1,,,cat_3,ord_5,ord_3,0
0b905dbccdf011,ord_0,cat_5,ord_2,ord_0,2.9568395103135208,ord_1,0,2.0742670282917537,cat_1,-0.6836949675440291,ord_0,,ord_3,,,ord_2,ord_0,-0.04285795184381558,cat_2,cat_0,ord_1,ord_3,ord_3,0.741896385881925,ord_0,ord_2,cat_1,cat_0,ord_3,ord_2,1
0b9f2407da002c,ord_1,cat_5,ord_2,ord_1,4.0397810172365896,ord_1,3,-1.2113897717084858,cat_1,,ord_0,ord_2,ord_3,ord_5,,ord_1,ord_1,,cat_1,cat_1,,ord_3,ord_3,0.7502127157854958,ord_0,ord_2,cat_1,cat_3,ord_1,ord_2,0
0d0683c2b97fde,,cat_0,ord_2,ord_2,-1.1156411995952058,ord_1,0,1.0945602782551027,cat_0,1.4516210559986638,ord_0,ord_2,ord_2,,,ord_2,ord_2,0.29397842954267767,cat_0,cat_4,,ord_2,ord_3,0.784874831694587,ord_1,ord_2,cat_1,cat_1,ord_2,ord_1,1
0e066aa347d058,ord_1,cat_0,ord_1,ord_2,8.417772668872065,ord_0,29,0.14333567106594047,cat_1,0.6211550737774572,,,ord_0,ord_6,cat_1,ord_2,ord_2,,cat_1,cat_1,,ord_3,ord_3,0.8907534740756589,ord_0,ord_2,,cat_3,ord_3,ord_6,0
0e31111b7f27c8,ord_2,cat_1,ord_1,ord_1,0.9905588501689553,ord_0,8,0.32439030542495956,cat_1,2.449759610595744,ord_2,ord_0,ord_0,ord_4,,ord_2,ord_1,-1.553014355577325,cat_2,cat_4,ord_2,ord_3,ord_2,0.5205747089602731,ord_0,,,cat_1,ord_3,ord_6,1
0e5c9f2e430418,ord_0,cat_0,ord_2,ord_0,2.955988839724731,ord_0,40,1.6133581481819195,cat_2,,ord_2,ord_2,ord_0,ord_5,cat_1,ord_2,ord_2,4.158006295791499,cat_1,cat_1,,ord_1,ord_3,0.2494567401758726,ord_1,,cat_2,cat_4,ord_3,ord_5,0
0ebc6f9a27b887,ord_1,cat_3,ord_2,ord_2,-0.8056520833971144,ord_2,99,1.51948666564157,cat_1,6.705632919464405,ord_1,,ord_1,,cat_1,ord_2,ord_0,,cat_4,cat_0,,ord_1,ord_2,-1.7519887984380071,ord_2,ord_1,cat_2,,ord_6,ord_3,1
0ec725137783fd,ord_1,cat_5,ord_2,ord_1,2.5147270840226685,ord_1,4,0.9607212670083156,cat_3,-0.8131556597402423,,ord_0,ord_3,ord_6,cat_0,ord_2,ord_0,-0.6019517271690087,cat_0,cat_4,,ord_3,ord_3,1.7770704451548343,ord_0,ord_2,cat_2,cat_5,ord_4,ord_0,0
0ee1da5998dabf,ord_1,cat_5,ord_2,ord_2,2.586637801133956,ord_0,28,0.43729601833540355,cat_1,1.6367131777074853,ord_2,ord_3,ord_1,ord_2,,ord_2,ord_1,-1.2594742933404983,cat_4,cat_4,,ord_3,ord_2,0.664601756879799,ord_2,ord_2,cat_0,cat_1,ord_2,ord_5,1
0eed62a2617ca2,ord_0,cat_5,ord_0,ord_2,-1.7175340517996092,ord_0,138,0.03116130246368154,cat_3,27.498737335289643,,ord_1,ord_0,,,,ord_0,,cat_4,cat_1,ord_2,ord_3,ord_1,2.9015911648111485,ord_2,,cat_2,cat_5,ord_6,ord_6,1
0f0985e12faec2,ord_0,cat_1,ord_2,ord_2,,ord_0,23,0.009532606802550608,cat_1,-2.646821302660965,,,ord_4,ord_2,cat_1,ord_2,ord_2,1.377560200931862,cat_2,cat_3,ord_0,ord_3,ord_3,-0.170756976885025,ord_2,ord_2,cat_1,cat_1,ord_3,ord_0,0
0ff0fabe23b112,ord_0,cat_3,ord_2,ord_2,-4.049625116255964,ord_1,1,1.4176769898260413,cat_2,0.8348953935087351,ord_2,ord_2,ord_1,,cat_1,ord_2,ord_0,-4.0760345896285735,cat_0,cat_0,,ord_2,ord_3,-0.34009156929246265,ord_1,ord_2,,cat_0,ord_5,ord_3,0
103bfdac4ef2a0,ord_1,cat_5,ord_2,ord_1,2.318400939553431,ord_1,0,-0.16841235808017113,cat_0,1.6520975701412923,ord_1,,ord_2,,cat_1,ord_2,ord_0,-0.011504773055487916,cat_2,cat_4,ord_2,ord_3,ord_3,1.4620689738187895,ord_0,ord_2,,cat_2,ord_6,ord_4,1
10d0ae24407505,ord_0,cat_1,ord_2,ord_2,1.4509156404405088,ord_2,7,2.4463714013872306,cat_3,,,ord_3,ord_2,ord_5,cat_1,ord_2,ord_1,1.013764476867105,cat_1,cat_0,,ord_3,ord_3,-0.06783576272496628,ord_1,,,cat_0,ord_1,ord_2,1
10f821ffc84ce3,ord_0,cat_5,ord_1,ord_2,0.9777778755665301,ord_2,109,0.4308972432175147,cat_3,-1.7676086712816637,,ord_0,ord_3,ord_5,cat_1,ord_2,ord_1,1.0642910209113852,cat_1,cat_1,,ord_3,ord_3,0.7608883534533639,ord_0,,,cat_1,ord_2,ord_2,0
1217b5d82b567c,ord_0,cat_3,ord_1,ord_2,-4.884931808463779,ord_0,0,0.5383169425370117,cat_2,,ord_2,ord_2,ord_4,,cat_0,ord_2,ord_2,-1.8557683270337082,cat_1,cat_4,ord_0,ord_3,ord_2,-0.40723178872919985,ord_0,,,cat_5,ord_2,ord_2,1
1370b85492e4a4,ord_0,cat_5,ord_1,ord_0,0.9836409832687845,ord_0,9,-0.7092700615983134,cat_0,-1.4665828688350004,,ord_1,ord_3,,cat_1,ord_2,ord_0,,cat_3,cat_1,,ord_3,ord_3,0.6970111862102173,ord_0,,,cat_3,ord_4,ord_0,0
139edd1f83a41c,ord_0,cat_0,ord_2,ord_2,1.7198704783281151,ord_1,0,1.8643622972049914,cat_1,0.27588770535896767,ord_1,,ord_0,,,ord_1,ord_1,2.2040724562959824,cat_2,cat_1,,ord_2,ord_3,1.551178231584562,ord_2,ord_2,,cat_0,ord_1,ord_4,1
13a6f7d0fe5907,,cat_2,ord_2,ord_2,5.894757342999013,ord_2,0,-0.2728424381191349,cat_3,-0.016825727100063526,,ord_2,ord_2,,cat_1,ord_2,ord_0,-1.0182360186173192,cat_2,cat_4,,ord_2,ord_2,0.3876641154315759,ord_2,,,cat_2,ord_1,ord_2,1
1458409594f5c1,ord_1,cat_5,ord_2,ord_1,7.586419608621953,ord_1,58,0.8168909974761778,cat_3,0.39743733610435994,,,ord_3,ord_5,cat_0,,ord_0,,cat_0,cat_4,,ord_3,ord_3,0.295135449977875,ord_0,ord_2,cat_1,cat_0,ord_5,ord_2,1
15098b192dd0ec,ord_2,cat_4,ord_2,ord_2,5.754465808461742,ord_0,17,0.20595962499571152,cat_3,,,ord_0,ord_0,ord_5,cat_0,ord_2,ord_2,4.133204053978037,cat_1,cat_4,,ord_2,ord_3,0.028772874523162933,ord_0,,cat_1,cat_1,ord_2,ord_6,0
16003de68db904,ord_1,cat_2,ord_2,ord_2,-3.9076122132640805,ord_0,15,-0.37858537666263403,cat_3,0.4817597768576748,ord_2,ord_1,ord_4,,cat_1,ord_2,ord_2,2.3534426846100445,cat_2,cat_1,ord_2,ord_3,ord_3,-1.0550549036046282,ord_1,ord_2,cat_2,cat_3,ord_1,ord_2,0
161824b5cd10ea,ord_1,cat_5,ord_2,ord_2,4.361944085203644,ord_1,47,0.9697707975721253,cat_2,1.0744349680857443,,ord_2,ord_3,,cat_1,ord_2,ord_0,-1.152379824284102,cat_3,cat_4,ord_0,ord_3,ord_3,1.0765807834833012,ord_1,ord_2,cat_0,cat_0,ord_4,ord_3,1
16d51ebb96dd00,,cat_3,ord_2,ord_1,2.857869885200724,ord_0,0,1.002840251762381,cat_3,,ord_2,ord_2,ord_0,ord_2,cat_1,ord_2,ord_2,2.3304227314961414,cat_2,cat_2,ord_0,ord_2,ord_2,0.13623108647604648,ord_2,,cat_1,cat_2,ord_2,ord_6,1
179954d0a61939,ord_1,cat_5,ord_2,ord_0,0.542033825605093,ord_0,20,0.9058675603565606,cat_2,,,ord_0,ord_4,ord_5,cat_1,ord_2,ord_0,0.6996921290889381,cat_0,cat_1,,ord_3,ord_3,1.1106733353944565,ord_0,ord_2,cat_1,cat_3,ord_5,ord_0,0
1822aff035412d,ord_0,cat_1,,ord_2,0.11170486455331896,ord_0,0,-0.802427863791475,cat_0,1.3902493899813988,ord_2,,ord_1,ord_1,cat_0,ord_2,ord_0,-3.41133141518878,cat_1,cat_2,,ord_2,ord_1,-1.0439415036367081,ord_2,,,cat_0,ord_5,ord_5,1
185f1ee5a2a81f,,cat_1,ord_2,ord_2,2.5308104990123055,ord_2,0,-0.40905372332713164,cat_2,1.8657134883693516,,ord_0,ord_1,ord_6,cat_1,ord_2,ord_0,-0.9738737683597082,cat_0,cat_4,ord_1,ord_1,ord_3,0.34942246034454494,ord_2,ord_2,cat_2,,ord_2,ord_2,0
199854fd07122e,ord_1,cat_4,ord_1,ord_2,,ord_0,0,1.0724030937519764,cat_1,-0.464688299823353,ord_2,ord_2,ord_3,,cat_1,ord_2,ord_0,-2.2823048644274837,cat_4,cat_4,,ord_3,ord_2,0.02563808646758063,ord_1,ord_2,cat_1,cat_2,ord_4,ord_2,0
199e0f26db08f5,ord_0,cat_4,ord_0,ord_2,0.5069597592215735,ord_2,0,1.4317973494784444,cat_4,-2.948108844779902,ord_2,ord_1,ord_4,,cat_1,ord_2,ord_1,,cat_2,cat_0,,ord_3,ord_3,-0.41683003365872495,,,cat_1,cat_0,ord_1,ord_2,1
19a2d4930aebef,ord_1,cat_5,ord_2,ord_2,-2.35603108100821,ord_2,0,-1.385959111041058,cat_4,3.7956125802387297,,ord_1,ord_0,,cat_0,ord_2,ord_0,-2.1357693655063565,cat_3,cat_1,,ord_3,ord_3,0.7427372964724487,ord_2,,cat_1,cat_4,ord_6,ord_3,0
19c8ecc1ed99d7,ord_1,cat_1,ord_2,ord_1,5.153253961682919,ord_1,0,0.7838255228857784,cat_2,0.47073359001234344,,,ord_0,ord_3,,ord_2,ord_2,,cat_1,cat_2,ord_2,ord_2,ord_3,-1.005657287942979,ord_1,ord_2,,cat_2,ord_4,ord_4,0
19e4ec8ae58a34,ord_0,cat_0,ord_2,ord_2,6.614406690677795,ord_1,0,-1.2214655536108734,cat_2,1.9181075735393267,ord_0,ord_0,ord_2,ord_5,cat_0,ord_2,ord_2,,cat_0,cat_3,ord_1,ord_2,ord_3,0.08396564670297796,ord_2,ord_2,cat_1,cat_1,ord_2,ord_2,0
1aafa7769b4e82,ord_0,cat_3,ord_2,ord_2,3.597385133601196,ord_2,0,1.6892303876150168,cat_4,5.772094162029406,,ord_2,ord_1,ord_4,cat_1,ord_2,ord_2,0.6995963942906633,cat_2,cat_0,,ord_0,ord_3,-2.545896423041367,ord_2,ord_1,,cat_0,ord_1,ord_3,0
1b543abc043e1b,ord_1,cat_2,ord_1,ord_2,5.4464842769555695,ord_0,0,0.2219439824370238,cat_2,,ord_2,ord_0,ord_4,,cat_1,ord_2,ord_0,3.545452108210818,cat_4,cat_3,,ord_3,ord_3,1.4277593385556282,ord_0,ord_2,,cat_1,ord_2,ord_2,0
1b674369eb0909,ord_1,cat_1,ord_1,ord_2,-0.2651979599690798,ord_0,1,2.083509598150226,cat_1,0.9885117229621685,,ord_2,ord_0,,cat_1,ord_1,ord_0,-5.668488966863575,cat_0,cat_4,ord_2,ord_3,ord_2,1.0630244267150477,ord_2,ord_2,cat_0,cat_2,ord_1,ord_6,1
1c21de713b5633,ord_0,cat_4,ord_1,ord_2,-0.8752356499531656,ord_2,23,0.18640640326438618,cat_4,,ord_2,ord_0,ord_2,,cat_1,ord_2,ord_1,1.7163688014089322,cat_2,cat_3,,ord_3,ord_3,0.325541021947588,ord_1,,cat_0,cat_1,ord_2,ord_3,0
1c4464ac1659d8,,cat_3,ord_2,ord_1,-0.6905998003686312,ord_1,1,-0.27615576404666,cat_3,0.4136194332913541,ord_1,ord_1,ord_2,ord_3,cat_1,ord_2,ord_0,-0.8476111968876525,cat_1,cat_4,,ord_3,ord_3,-0.4384309057342044,,ord_2,,cat_1,ord_5,ord_3,1
1dbfcd752eb184,ord_1,cat_3,ord_2,ord_1,4.078898333580604,ord_0,4,1.6706819141744091,cat_2,1.7612811389987126,,ord_0,ord_0,ord_5,cat_1,ord_2,ord_2,4.5539265000621025,cat_2,cat_4,,ord_1,ord_3,-1.1372471243442037,ord_0,,cat_2,cat_5,ord_2,ord_6,0
1e7316aed14d29,ord_1,cat_1,ord_2,ord_0,-5.385303520791118,ord_0,25,-0.5312591123467001,cat_3,-0.08559208338825067,ord_2,,ord_3,ord_2,cat_0,ord_1,ord_1,-1.7662858242609758,cat_3,cat_0,ord_1,ord_3,ord_3,-2.2276675568871225,ord_1,,cat_1,cat_5,ord_3,ord_2,1
1f15616099cd99,ord_1,cat_5,ord_1,ord_2,-1.3681641865702128,ord_0,0,0.09924696564180918,cat_1,3.876749469499533,ord_2,ord_3,ord_1,,cat_0,ord_0,ord_0,-4.942625073027975,cat_3,cat_1,ord_2,ord_3,ord_2,2.881489090195835,ord_2,ord_1,cat_0,cat_5,ord_6,ord_5,1
1f255555597576,ord_1,cat_5,ord_1,ord_0,-0.8302574233311737,ord_1,174,0.19812886124003526,cat_1,,ord_0,ord_0,ord_4,ord_6,cat_1,ord_2,ord_2,2.332070700473871,cat_3,cat_1,,ord_3,ord_3,2.71645749010598,,,cat_1,cat_2,ord_1,ord_0,1
1f63c2ff11d8ca,ord_0,cat_1,ord_2,ord_2,3.546899701220202,ord_0,22,-0.5843003483170494,cat_0,1.4671652952894987,ord_1,,ord_4,ord_4,cat_1,ord_2,ord_0,,cat_1,cat_4,,ord_3,ord_3,1.2206497965736935,ord_0,ord_2,,cat_4,ord_6,ord_0,0
1fc9129f640ccd,,cat_3,ord_2,ord_2,2.196214015398425,ord_2,0,1.961117494039815,cat_4,1.9813258914638454,ord_1,,ord_1,ord_5,cat_1,ord_2,ord_1,,cat_1,cat_0,,ord_1,ord_3,-2.229931897956912,ord_2,ord_2,,,ord_0,ord_2,1
