row_id,target,Usage
000a92a6105aa0,0,Public
000f92523c36e3,0,Private
0010d2d2e0977e,1,Private
0016be13043328,0,Private
003134a151ed02,0,Private
0034a3677a6e74,0,Public
003bbcd7dbb1d7,1,Private
00423eea266c62,0,Public
00552fdd1ae366,0,Private
0056fb483c0c5f,1,Private
005de68a1b0191,1,Private
005e7aaebe9dcd,1,Public
005ff7bd04c8e4,1,Private
00603cc95cfc93,0,Public
00636417d92ca7,1,Private
00689120067b51,1,Public
006bad6985b2c3,1,Public
006cd79be3c88c,1,Private
006db9bdd9315e,0,Private
0080aa431ebc00,1,Private
00837a7bedb831,0,Public
00842c7f2b6213,0,Public
00957b6c731c68,1,Public
0099a2424ddae3,1,Public
009a36512eda83,0,Private
009e9672bd2a36,1,Private
00b0b188d86954,0,Private
00b703a0ee926b,0,Public
00b930581cc562,1,Public
00bf1f7a1974cb,0,Public
00bfc701bfa2d1,1,Private
00c93d402f2483,1,Private
00cc63f69f3ce6,0,Private
00cca7c3ea75ec,0,Private
00da15dd0fd9fb,1,Private
00f888717081fa,1,Private
010267be87a56a,1,Private
0105f86f7e7b25,0,Private
010b65c8401ac2,1,Private
0115738944b4b2,0,Public
012ece9f0b7a53,1,Private
0130f713e43434,0,Private
01335835e4dae2,1,Private
01336e9040eb1d,0,Public
0140b27b35448f,0,Public
014276ea282d1d,0,Public
014c21c22cda97,1,Private
01578f2593a2e8,1,Private
015f5b943a6dc6,0,Private
0162f826c2eb81,0,Private
016e5a3aafbfd0,0,Public
016f9dc295a531,0,Public
017186e2252246,1,Public
0177f38c3883ec,1,Private
0180f6aa7718f6,0,Private
0183f36f19beb9,1,Private
01babc5b60c0dd,1,Public
01c3c5a5648909,1,Public
01cba088263477,1,Private
01ccd71e2aed07,1,Private
01cf7de0765aa6,0,Private
01d4db767b226f,0,Public
01d9bcb6ba202a,1,Public
01f839a50b3e80,0,Private
01f91363d53482,1,Private
01f9198d0606b5,0,Public
01fc797dc005a3,1,Public
01fcc77b3924e0,1,Public
01fea822e05dc0,0,Public
0202e8c7f8f2be,1,Private
0203dd16439297,0,Public
0203ea80aa9923,1,Public
02041a128730c0,0,Public
0206ed9f9e58ab,1,Public
020aebc38499c6,1,Public
021538f052d83b,1,Private
021ef391f06508,0,Private
022494f234492d,0,Private
022f37fd37d2d1,0,Private
02399581e1daa2,0,Private
023b98a8ad1d0e,0,Public
023c268c6c0ec7,0,Private
024d328c8c2ea9,1,Private
025c05975df315,1,Private
0261b9f53eba40,0,Private
0264edaa815ab6,1,Public
026b417b83e6d7,1,Private
027407e6749ce6,1,Private
027d6eeb230b62,0,Public
0292ccbaed66f7,1,Private
029bb4cdc41db4,1,Private
02a1ca2e9a4d93,1,Public
02ad4865f47365,0,Private
02afd44c095015,0,Private
02b9a9930a0f07,0,Private
02bba2e5fa8268,1,Public
02bbf7ec0b1c24,1,Public
02c9186bfd8429,0,Public
02ccf79610b78e,1,Public
02cd0cfa94fa4c,0,Public
02cd659c0bdf4b,0,Public
02d86230f0fcd7,1,Public
02dc02f54321c1,0,Private
02df0c99d8816f,0,Private
02e27020dc4ad0,1,Private
02eba47e54107e,1,Public
02ec009a3b771f,1,Private
02eee45cfe2ae7,0,Private
02efd812cba88c,1,Public
02f7dfd6dd8092,1,Public
02fc3f6392bdf6,1,Private
0302563a99650a,0,Private
0305bf0baf5287,0,Public
030672081cca96,1,Private
031a69c00bfdf1,1,Private
031c866125ff09,1,Public
031f6636def783,1,Public
0328d7c8efd03c,0,Public
032e50b5293e6d,1,Private
03303a674ed2c4,1,Public
0330d759a8ce2a,1,Public
03373639f2010c,1,Private
033d19aee37e3e,0,Private
034020bd272453,1,Public
0342aadfebdca8,0,Private
03448b2645cc79,0,Private
03537acdef7b9e,0,Public
03584c7b36b994,0,Public
035a7cd262afe9,0,Public
035bb3f3bfa7bf,0,Public
035c2df1bfa56b,1,Private
035c48e0bbe15c,0,Private
0360693ab717ef,1,Public
0361f2d5d52db7,0,Public
0362b85c759074,1,Public
036a88410ad32d,1,Public
036ce445d64e81,0,Private
03700ad579ff33,0,Public
03859130c33719,0,Private
0385f7d995c00d,1,Private
0390dad1d9fed1,0,Public
03924be50e43d8,0,Private
03926fc1ee9e1d,0,Private
0396e4c9bdc671,1,Private
039d3af69aad32,1,Public
03a379a9d83475,0,Public
03a5ca1816f711,1,Private
03af0e24b95bd7,1,Private
03b630776aedac,0,Private
03cecb0e6c10ab,0,Private
03d6618de523c9,1,Public
03dfce4b31cbfe,0,Private
03e0e829944965,0,Public
03e163da309806,1,Public
03e24f5c9cc097,0,Private
03e9b98cf069c5,1,Public
03eeae43cc9a9e,0,Private
03f597e03627e1,1,Public
040a28286ec334,0,Private
041e7d8af53670,0,Public
0427437cdd3141,0,Private
042d2c0bf32b58,0,Private
0430c703fd076d,1,Public
043568ecb58798,1,Private
043ec2b0aeb1d5,0,Private
0449ba9bec7018,0,Private
044d8a9ac5f8c0,1,Public
0455dd46902ce6,0,Public
0456083619d907,1,Private
045a04afc0fc63,1,Public
045c28071c7145,1,Public
046a8b084489cd,0,Private
046ffc764c11a6,1,Public
0472b29f6e92ab,0,Private
04736b30014ba9,0,Public
047f8f59b28080,0,Private
0480240a91488d,0,Private
048cbf241b6487,1,Private
049b749aadee43,1,Private
049e5cac763c73,0,Private
04a54eb6e12cde,1,Private
04b6e2d6ec313e,1,Private
04b79b7364551b,0,Public
04b9c6e8b62aa6,0,Private
04ba57646bc490,1,Private
04bd9ca84ba50b,0,Private
04ce24b9f4f679,1,Public
04d25d234e9fc0,0,Private
04dcdf11cee83d,1,Private
04dd5d0389cf36,0,Public
04e04bac6e3511,1,Private
04e085aa42aaa8,1,Public
04e19c68498165,0,Public
04e7b87a098864,1,Private
04ed52e9169ff0,0,Public
04ee711119e4d8,1,Public
04f443ae5ee77f,1,Private
04f74de68b869d,0,Private
050649428ab831,1,Public
0513909c08dc48,0,Public
05167742a053a6,1,Public
051ae3fbf78d05,1,Public
051dfe4b29fa0f,0,Private
051eabd205350d,1,Public
051ebcb2f04e39,1,Public
05249a3902ada5,0,Public
053f63bd587ed0,1,Public
05454a55b377d0,0,Private
054ef4b2d17fdd,1,Public
0552bba327a7d5,1,Private
055766c630e9a2,1,Public
0557c6be6aaa5f,1,Public
055cfae1b9d7f2,1,Private
05649733c61aa3,1,Public
0566313ddd94a3,0,Public
0567ed618fb142,1,Private
056bd82371c6aa,0,Public
056c69fc0e103d,0,Public
056f019e377257,1,Private
057597c7a56fc1,1,Private
