row_id,target,Usage
00032aefd9729e5,0,Public
000430da0e45b1d,1,Public
0007200e527a168,1,Public
00140ab0cacf7ff,1,Private
0016e2df2db55a7,1,Public
001e4b11a0720aa,0,Private
00216fb6459bdca,0,Public
00253da3997dd73,1,Private
0027a3fe4ee5217,1,Public
002f0bd78c06a9e,0,Public
0031c515abc37b4,0,Public
0033feecf758a65,1,Public
003c25b18bb10c8,1,Public
003ce27ca907588,1,Public
00504277af0a1bb,0,Public
0054a95887df935,0,Private
00557935836d97b,1,Public
005ec8fe67593fb,1,Private
0061281b4e8c983,1,Private
00763b9c981beed,1,Private
007a311a03b733f,0,Private
007dcd55894c7bc,0,Private
0094038b42ea5e9,0,Private
0099c9fee67d15c,0,Public
009b5f5041a8600,0,Public
00a9f2adc8af2d3,0,Private
00ace4def7cd732,1,Private
00c18adbf30ceee,0,Public
00c306daa2a9334,0,Private
00c8401e68a18db,0,Public
00cdc7955b0599e,0,Private
00dd54b52421a1e,0,Private
00e38dea684eaa2,1,Public
00e5336c164c2ec,1,Public
00e68e789eec1ab,1,Public
00eabf923b00e2c,0,Public
00f324a894e5c06,0,Private
00fb48bfd0fe2ad,1,Public
010ff51f117e312,0,Public
0132c367198393c,1,Public
01368c411288a35,1,Public
013b61c513a85f0,0,Public
01470d7c6ad5898,1,Private
0150d40cfa59d2a,1,Public
01586a85f6b1370,0,Private
0159f0db64d942d,0,Public
01791672fa58428,0,Public
017fc0333bfb7c0,0,Private
018167b9b640e9e,0,Public
018ca073088f5f2,0,Public
019614c57bd0e54,1,Private
01b713f3258bad3,1,Public
01bafb966b1ba8c,0,Public
01bb9b452bdab18,0,Public
01d18a3bafad64d,0,Private
01d8dfd6fa75190,1,Private
01dbbbd3a76f82f,1,Public
01e0c995c82b2ae,1,Private
01e13549bb55b12,1,Public
01e47a2a56ffa73,0,Public
01e6462a9c9c4b6,1,Public
01facaab5a88b56,0,Public
01fcf7c5fef9532,1,Public
01ff10ec518617f,1,Private
0202f77a52b4fbe,0,Public
02053516986e015,1,Private
0207d6ddd81a34b,0,Private
020d967f7bac0d2,0,Public
0215ad592662cfb,1,Public
021d34855fb291b,0,Public
021f1ee57525b53,0,Public
022063caea875e0,0,Public
022464d4f29ebe8,0,Public
0228918608a7d80,0,Private
0238e35d51b18a5,0,Public
024055f04fbf259,1,Private
024397b479e65c9,1,Public
0246dc40a87de62,0,Private
024943e47c43b98,0,Private
024a6e08b4d9607,1,Public
024acfe3c70934d,0,Private
0255019f5a7bbed,0,Public
025703a16433a6f,1,Private
0276df8f29da335,0,Private
028736898082b22,0,Private
0288aa8b67218f4,1,Public
028b1266a64d917,1,Public
029684bbe84f4b0,1,Public
0296dbc936700cc,1,Public
0298706a1cdbb14,0,Private
029a36d4064528e,1,Public
029c525d1805bf1,0,Private
